date,open,low,high,close,volume,transactions,vwap
10/26/23,211.32,204.88,214.8,205.76,115095735,1274886,208.3265
10/27/23,210.6,205.77,212.41,207.3,94717973,1046253,208.6603
10/30/23,209.28,191.25,211.35,197.36,136460923,1629404,200.01
10/31/23,196.12,194.07,202.8,200.84,118053273,1387675,199.042
11/1/23,204.04,197.85,205.99,205.66,121661656,1317336,201.9491
11/2/23,212.97,211.45,219.2,218.51,125959421,1337243,216.3665
11/3/23,221.15,218.4,226.3701,219.96,119526048,1247124,221.1584
11/6/23,223.98,215,226.32,219.27,116835820,1265451,219.5877
11/7/23,219.98,215.72,223.12,222.18,116897380,1140820,219.1401
11/8/23,223.15,217.64,224.15,222.11,106384841,1069813,220.3064
11/9/23,219.75,206.68,220.8,209.98,142065154,1958803,211.8254
11/10/23,210.03,205.69,215.38,214.65,131295153,1428602,211.7762
11/13/23,215.6,211.6101,225.4,223.71,140428469,1472796,221.1108
11/14/23,235.03,230.72,238.135,237.41,149762546,1534896,234.6568
11/15/23,239.29,236.45,246.7,242.84,150353975,1552666,242.712
11/16/23,239.49,230.96,240.88,233.59,136774269,1390500,235.5195
11/17/23,232,226.54,237.39,234.3,142766234,1376656,233.2793
11/20/23,234.04,231.02,237.1,235.6,116562402,1218181,234.2284
11/21/23,235.04,233.34,243.62,241.2,122248300,1216429,240.8894
11/22/23,242.04,231.4,244.01,234.21,118117078,1286800,234.7311
11/24/23,233.75,232.33,238.75,235.45,65125203,738517,236.3998
11/27/23,236.89,232.1,238.33,236.08,112031163,1163102,235.6226
11/28/23,236.68,234.01,247,246.72,148549913,1509707,241.1269
11/29/23,249.21,242.76,252.75,244.14,135380335,1385359,248.0515
11/30/23,245.14,236.91,245.22,240.08,132353076,1269308,240.6912
12/1/23,233.14,231.9,240.19,238.83,121303661,1293932,236.4795
12/4/23,235.75,233.2902,239.3733,235.58,104088317,1093633,236.4293
12/5/23,233.87,233.7,246.66,238.72,137964815,1293977,241.0369
12/6/23,242.92,239.1709,246.57,239.37,126436179,1204150,243.3527
12/7/23,241.55,236.98,244.08,242.64,107142262,1043183,240.8987
12/8/23,240.27,239.2701,245.27,243.84,103123229,1036360,243.0075
12/11/23,242.74,237.45,243.441,239.74,97911388,1127501,240.1813
12/12/23,238.55,233.87,238.99,237.01,95326563,1060241,235.8497
12/13/23,234.19,228.2,240.3,239.29,146266957,1443516,233.8525
12/14/23,241.22,240.79,253.88,251.05,160645939,1655399,248.748
12/15/23,251.21,248.3,254.13,253.5,135857762,1185363,252.0408
12/18/23,253.78,251.36,258.74,252.08,116388940,1224002,254.9377
12/19/23,253.48,253.01,258.3399,257.22,106690869,1030199,256.1921
12/20/23,256.41,247,259.84,247.14,125096987,1274341,254.4666
12/21/23,251.9,248.55,254.7999,254.5,109594227,1049924,252.0455
12/22/23,256.76,251.37,258.22,252.54,93368169,971207,255.1771
12/26/23,254.49,252.91,257.97,256.61,86892382,948750,256.3719
12/27/23,258.35,257.52,263.34,261.44,106481409,1042993,261.7265
12/28/23,263.66,252.71,265.13,253.18,113619943,1159565,258.4918
12/29/23,255.1,247.43,255.19,248.48,100891578,1062988,250.3555
1/2/24,250.08,244.41,251.25,248.42,104654163,1177663,248.345
1/3/24,244.98,236.32,245.68,238.45,121082599,1273469,239.8167
1/4/24,239.25,237.73,242.7,237.93,102618283,1001611,240.2989
1/5/24,236.86,234.9001,240.1196,237.49,92488939,934668,237.8911
1/8/24,236.14,235.3,241.25,240.45,85163330,970810,238.5962
1/9/24,238.11,232.04,238.9646,234.96,96701528,1054998,234.7009
1/10/24,235.1,231.29,235.5,233.94,91612402,937256,233.4978
1/11/24,230.57,225.37,230.93,227.22,105871212,1265643,227.6145
1/12/24,220.08,217.1501,225.34,218.89,122915812,1419628,220.383
1/16/24,215.1,212.18,223.49,219.91,114835186,1357892,219.4007
1/17/24,214.86,212.01,215.67,215.55,103130830,1161983,213.906
1/18/24,216.88,208.74,217.45,211.88,108560656,1223035,212.2767
1/19/24,209.99,207.56,213.19,212.19,102120143,1122838,210.3968
1/22/24,212.26,206.27,217.8,208.8,117952527,1318218,210.6795
1/23/24,211.3,207.7516,215.65,209.14,106537446,1091192,210.5223
1/24/24,211.88,206.77,212.73,207.83,123285962,1478416,208.6014
1/25/24,189.7,180.06,193,182.63,197923887,2719557,185.1604
1/26/24,185.5,182.1,186.78,183.25,107387389,1327741,183.981
1/29/24,185.63,183.67,191.48,190.93,124961148,1435688,188.0719
1/30/24,195.33,190.61,196.3593,191.59,109965827,1288182,192.7975
1/31/24,186.995,185.8459,193.97,187.29,103221430,1144880,189.738
2/1/24,188.5,184.28,189.88,188.86,91843275,1047610,187.2996
2/2/24,185.04,182,188.69,187.91,110612672,1270925,185.0738
2/5/24,184.26,175.01,184.68,181.06,133945447,1633993,179.9759
2/6/24,177.21,177.11,186.49,185.1,122575954,1204085,183.3862
2/7/24,188.18,182.68,189.79,187.58,111535217,1124191,187.173
2/8/24,189,185.58,191.6171,189.56,83034043,925084,189.2636
2/9/24,190.18,189.48,194.12,193.57,84476347,967370,192.5072
2/12/24,192.11,187.28,194.73,188.13,95431097,1166263,190.5537
2/13/24,183.99,182.1087,187.26,184.02,86759478,1089659,184.2019
2/14/24,185.3,183.35,188.89,188.71,81202987,924102,186.4091
2/15/24,189.16,188.8595,200.88,200.45,120815962,1314343,195.9921
2/16/24,202.06,197.4,203.17,199.95,111346705,1249787,200.3373
2/20/24,196.13,189.13,198.6,193.76,104537762,1220065,192.5316
2/21/24,193.36,191.95,199.44,194.77,103844008,1059381,194.8469
2/22/24,194,191.36,198.32,197.41,92739461,1017519,195.1994
2/23/24,195.31,191.5,197.57,191.97,78841917,923289,193.9786
2/26/24,192.29,192,201.78,199.4,111628616,1169824,198.8533
2/27/24,204.04,198.26,205.6,199.73,108606912,1131568,201.4718
2/28/24,200.42,198.44,205.3,202.04,99806173,1027322,202.5349
2/29/24,204.18,198.4463,205.28,201.88,85905374,943617,201.4557
3/1/24,200.52,198.5,204.52,202.64,82243119,952621,201.584
3/4/24,198.73,186.72,199.75,188.14,134301269,1697685,190.507
3/5/24,183.05,177.57,184.59,180.74,119597758,1561606,180.7223
3/6/24,179.99,173.7,181.576,176.54,107869464,1431860,177.3458
3/7/24,174.35,173.7,180.04,178.65,102129004,1139995,177.7535
3/8/24,181.5,174.7,182.73,175.34,85544644,1126763,177.1599
3/11/24,175.445,174.8,182.87,177.77,85241528,1122686,178.9257
3/12/24,177.77,172.4101,179.43,177.54,87303524,1086084,176.5054
3/13/24,173.05,169.15,176.05,169.48,106518518,1440819,171.6156
3/14/24,167.77,160.51,171.17,162.5,126242246,1680187,164.1659
3/15/24,163.16,160.76,165.1845,163.57,96978832,1107043,162.8947
3/18/24,170.02,165.9,174.72,173.8,108207608,1321126,171.7105
3/19/24,172.36,167.42,172.82,171.32,77268528,937647,170.8851
3/20/24,173,170.82,176.25,175.66,83846726,919879,173.448
3/21/24,176.39,171.8,178.18,172.82,73067414,926376,174.343
3/22/24,166.69,166.3,171.2,170.83,75540637,943099,169.2659
3/25/24,168.76,168.73,175.24,172.63,74228615,901662,172.0334
3/26/24,178.58,177.38,184.25,177.67,113131227,1309171,180.6959
3/27/24,181.41,176,181.91,179.83,81804043,928815,179.1592
3/28/24,177.45,175.3,179.57,175.79,77633508,900670,176.7894
4/1/24,176.17,170.21,176.75,175.22,81562127,1050223,173.203
4/2/24,164.75,163.43,167.69,166.63,116639094,1474890,165.7981
4/3/24,164.02,163.28,168.82,168.38,82890791,955106,166.8987
4/4/24,170.07,168.01,177.19,171.11,123127860,1243816,172.8346
4/5/24,169.08,160.51,170.86,164.9,142987603,1549577,166.433
4/8/24,169.34,167.79,174.5,172.98,104362520,1134902,172.489
4/9/24,172.91,171.92,179.22,176.88,103224375,1017414,175.9124
4/10/24,173.04,170.01,174.93,171.76,84490407,955349,171.9333
4/11/24,172.55,168.51,175.88,174.6,94500987,1028913,172.4813
4/12/24,172.34,170.3644,173.8099,171.05,64694669,763068,171.8402
4/15/24,170.24,161.38,170.69,161.48,100237910,1341839,164.4833
4/16/24,156.742,153.75,158.19,157.11,96941856,1273553,156.4233
4/17/24,157.64,153.78,158.33,155.45,82400718,1005335,155.9756
4/18/24,151.25,148.7,152.2,149.93,96098830,1254708,150.5025
4/19/24,148.97,146.22,150.94,147.05,87048100,1078903,148.6265
4/22/24,140.56,138.8025,144.44,142.05,107028504,1403275,141.7023
4/23/24,143.33,141.11,147.26,144.68,124485654,1401795,147.5151
4/24/24,162.84,157.51,167.97,162.13,181105220,1823953,161.9267
4/25/24,158.96,158.36,170.88,170.18,126405121,1361933,165.6369
4/26/24,168.85,166.37,172.12,168.29,109794440,1160006,169.1858
4/29/24,188.42,184.54,198.87,194.05,243680048,2641231,191.5649
4/30/24,186.98,182.8401,190.95,183.28,127004487,1319799,185.7762
5/1/24,182,179.01,185.86,179.99,92829719,1031366,181.6516
5/2/24,182.86,176.02,184.6,180.01,89148041,936177,179.7557
5/3/24,182.1,178.42,184.78,181.19,75491539,845583,181.2542
5/6/24,183.8,182.2,187.56,184.76,84390253,980553,184.4945
5/7/24,182.4,177.4,183.26,177.81,75007154,942270,179.2103
5/8/24,171.59,170.15,176.06,174.72,79966888,904273,173.8097
5/9/24,175.01,171.37,175.62,171.97,65950292,770102,173.0168
5/10/24,173.05,167.75,173.0599,168.47,72592678,918766,169.4478
5/13/24,170,169,175.4,171.89,66970453,879151,172.5456
5/14/24,174.4959,174.07,179.49,177.55,86396172,987396,176.9
5/15/24,179.9,173.11,180,173.99,79662993,962087,174.8348
5/16/24,174.1,171.43,175.79,174.84,59387220,727804,174.2345
5/17/24,173.55,172.75,179.63,177.46,77409845,836289,176.8921
5/20/24,177.56,173.52,177.754,174.95,61727375,811206,174.7824
5/21/24,175.51,174.71,186.875,186.6,115247812,1212459,182.0194
5/22/24,182.85,178.12,183.8,180.11,88313477,914321,180.7611
5/23/24,181.8,173.26,181.9,173.74,71975496,897491,176.2789
5/24/24,174.835,173.73,180.08,179.24,65584478,783972,178.0439
5/28/24,176.4,173.16,178.25,176.75,59714120,840478,175.7429
5/29/24,174.19,173.93,178.15,176.19,54702649,668437,176.214
5/30/24,178.575,175.38,182.67,178.79,77784755,870224,178.8616
5/31/24,178.5,173.82,180.32,178.08,67224602,756971,176.9612
6/3/24,178.13,174.49,182.6389,176.29,68559920,893104,178.3253
6/4/24,174.775,174,177.755,174.77,60056340,735907,175.6152
6/5/24,175.35,172.13,176.15,175,57935756,742260,174.461
6/6/24,174.6,172.73,179.73,177.94,69887024,856388,176.3396
6/7/24,176.13,175.58,179.35,177.48,56244932,582307,177.7006
6/10/24,176.06,173.17,178.57,173.79,50869682,785578,175.4042
6/11/24,173.92,167.41,174.75,170.66,64688798,938276,169.5037
6/12/24,171.12,169.8,180.55,177.29,90372346,1112494,176.9622
6/13/24,188.39,181.23,191.08,182.47,118984122,1415695,185.5534
6/14/24,185.8,176.92,186,178.01,82038194,992531,179.7912
6/17/24,177.92,177,188.81,187.44,109786083,1250018,185.196
6/18/24,186.56,182.37,187.2,184.86,68974465,839260,184.3727
6/20/24,184.68,179.66,185.21,181.57,55893139,781089,182.0025
6/21/24,182.3,180.69,183.95,183.01,62922982,653880,182.3607
6/24/24,184.97,182.55,188.8,182.58,61992070,835021,184.9784
6/25/24,184.4,182.01,187.97,187.35,63677065,757447,185.9079
6/26/24,186.54,186.36,197.755,196.37,95537066,1157376,193.9625
6/27/24,195.17,194.05,198.72,197.42,72650121,879680,196.2316
6/28/24,199.55,195.26,203.2,197.88,95388068,1064912,199.3184
7/1/24,201.02,200.85,213.23,209.86,135663795,1561629,209.0914
7/2/24,218.89,218.06,231.3,231.26,205008945,2267402,226.6169
7/3/24,234.56,234.25,248.35,246.39,166539471,1985682,242.2616
7/5/24,249.81,242.4601,252.37,251.52,154368652,1719313,248.1653
7/8/24,247.71,244.57,259.439,252.94,157169375,1689273,252.6176
7/9/24,251,250.3,265.61,262.33,160742516,1651527,260.2048
7/10/24,262.8,257.86,267.59,263.26,128438090,1420786,263.4149
7/11/24,263.3,239.65,271,241.03,221707273,2469329,252.7686
7/12/24,235.8,233.0912,251.84,248.23,155930773,1717923,246.7133
7/15/24,255.97,251.73,265.6,252.64,146912920,1684907,259.2278
7/16/24,255.31,245.8001,258.62,256.56,126320970,1351342,253.0521
7/17/24,252.73,246.182,258.47,248.5,115584810,1328854,250.7349
7/18/24,251.09,247.2,257.14,249.23,110869037,1262136,252.2171
7/19/24,247.79,236.83,249.44,239.2,87359423,1169236,241.6339
7/22/24,244.21,243.75,253.21,251.51,101218030,1216658,249.51
7/23/24,253.6,245.63,255.7594,246.38,111911692,1425796,246.342
7/24/24,225.42,214.71,225.99,215.99,167936339,2100836,219.2783
7/25/24,216.8,216.231,226,220.25,100636466,1290153,221.9895
7/26/24,221.19,215.33,222.2799,219.8,94604145,1067581,219.1879
7/29/24,224.9,224.7,234.27,232.1,129200289,1303487,230.8647
7/30/24,232.25,220,232.41,222.62,100160334,1153963,225.5151
7/31/24,227.9,226.7875,234.68,232.07,67497011,892321,231.3997
8/1/24,227.69,214.3328,231.867,216.86,83861898,1133352,221.9146
8/2/24,214.88,205.78,216.13,207.67,82829370,1192034,209.854
8/5/24,185.22,182,203.8799,198.88,100250380,1533455,196.633
8/6/24,200.75,192.67,202.9,200.64,73783942,1087409,198.8723
8/7/24,200.77,191.48,203.49,191.76,71074378,1027010,196.6078
8/8/24,195.7,192.04,200.7,198.84,65016474,876897,197.4028
8/9/24,197.05,195.11,200.88,200,58587374,799119,198.3958
8/12/24,199.02,194.67,199.26,197.49,64044699,829424,197.2176
8/13/24,198.47,197.06,208.49,207.83,76225787,933165,205.08
8/14/24,207.39,198.75,208.44,201.38,70238414,894616,201.9143
8/15/24,205.02,204.82,215.88,214.14,89848530,1029269,212.9353
8/16/24,211.15,210.8,219.8,216.12,87153922,932412,216.3605
8/19/24,217.07,214.09,222.98,222.72,76435222,977931,220.0568
8/20/24,224.88,219.56,228.22,221.1,73999382,927877,222.8157
8/21/24,222.67,218.86,224.6594,223.27,70144164,774004,221.9599
8/22/24,223.82,210.32,224.8,210.66,79508482,1009553,216.6959
8/23/24,214.455,214.21,221.48,220.32,81397707,932934,218.417
8/26/24,218.75,211.01,219.09,213.21,59176187,865857,213.923
8/27/24,213.25,206.94,215.66,209.21,62821390,788663,209.9171
8/28/24,209.72,202.59,211.84,205.75,64116350,816477,205.9471
8/29/24,209.8,205.97,214.89,206.28,62288458,824207,210.3258
8/30/24,208.63,207.03,214.5701,214.11,63365208,797415,210.6272
9/3/24,215.26,209.64,219.9043,210.6,76714222,1096746,214.2969
9/4/24,210.59,210.57,222.22,219.41,80592967,1039842,218.5346
9/5/24,223.49,222.25,235,230.17,119195013,1422105,229.4744
9/6/24,232.6,210.51,233.6,210.73,112170404,1443034,218.7491
9/9/24,216.2,213.67,219.87,216.27,67443518,963329,216.918
9/10/24,220.07,218.6377,226.4,226.17,78891136,996256,222.8936
9/11/24,224.55,216.8003,228.47,228.13,83538383,1000719,222.8237
9/12/24,224.66,223.83,231.45,229.81,71802892,954666,228.9344
9/13/24,228,226.32,232.67,230.29,59498489,803423,229.6159
9/16/24,229.3,223.53,229.96,226.78,54304195,780721,227.1307
9/17/24,229.45,226.5533,234.57,227.87,66758836,838869,230.5372
9/18/24,230.09,226.88,235.68,227.2,77908454,965525,230.0447
9/19/24,234,232.13,244.24,243.92,102679026,1283386,240.6398
9/20/24,241.52,235.92,243.99,238.25,99879070,1024302,239.1495
9/23/24,242.61,241.92,250,250,86912394,1135397,247.9754
9/24/24,254.08,249.0501,257.19,254.27,88490999,1115225,253.3512
9/25/24,252.54,252.28,257.05,257.02,65034318,878573,255.3514
9/26/24,260.6,251.53,261.75,254.22,67142193,848598,255.9708
9/27/24,257.375,254.12,260.6999,260.46,70737817,933690,258.2487
9/30/24,259.04,255.77,264.86,261.63,80871681,1081087,260.113
10/1/24,262.67,248.53,263.98,258.02,87397613,1158965,255.2818
10/2/24,247.55,241.5,251.1585,249.02,93968030,1255140,247.5179
10/3/24,244.48,237.81,249.79,240.66,80721140,1046592,242.9585
10/4/24,246.69,244.58,250.96,250.08,86719885,1105877,248.1271
10/7/24,249,240.7,249.83,240.83,68028970,1020617,244.2937
10/8/24,243.56,240.56,246.21,244.5,56223160,789916,244.1439
10/9/24,243.82,239.51,247.43,241.05,66273629,907026,243.4739
10/10/24,241.81,232.34,242.7899,238.77,82921063,1091413,239.0076
10/11/24,220.13,214.38,223.34,217.8,142551704,2106773,219.6756
10/14/24,220.13,213.74,221.91,219.16,86284173,1345396,218.5057
10/15/24,220.01,217.12,224.26,219.57,62942337,918552,220.5037
10/16/24,221.4,218.93,222.8199,221.33,49632824,733493,220.8726
10/17/24,221.59,217.9,222.08,220.89,50141784,751925,220.1572
10/18/24,220.71,219.23,222.28,220.7,49311867,689768,221.0025
10/21/24,218.9,215.726,220.48,218.85,47328988,817710,218.3276
10/22/24,217.31,215.26,218.22,217.97,43261066,727708,216.9078
10/23/24,217.125,212.11,218.72,213.65,80886842,1217480,220.8384
10/24/24,244.68,242.65,262.1199,260.48,204468053,2592172,253.1144
10/25/24,256.01,255.32,269.49,269.19,161611931,1911797,265.7757
10/28/24,270,262.24,273.536,262.51,107639853,1410051,268.1254
10/29/24,264.51,255.51,264.98,259.52,80516151,1099633,259.5619
10/30/24,258.035,255.8201,263.35,257.55,53971226,827314,260.3276
10/31/24,257.99,249.25,259.75,249.85,66575292,900186,252.6946
11/1/24,252.043,246.63,254,248.98,57532507,850440,249.9966
11/4/24,244.56,238.88,248.9,242.84,68802354,977682,244.1859
11/5/24,247.34,246.2101,255.2799,251.44,69144505,979571,252.3672
11/6/24,284.67,275.62,289.59,288.53,165228710,2645076,285.0845
11/7/24,288.89,285.52,299.75,296.91,117149232,1752202,295.4236
11/8/24,299.14,297.66,328.71,321.22,204736163,2910012,316.4215
11/11/24,346.3,336,358.64,350,210503775,3203853,346.3343
11/12/24,342.74,323.31,345.84,328.49,155701016,2435543,335.0715
